work_id,state,district,constituency,house,mp_id,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,anomaly_label
WRK00343,Gujarat,Rajkot,Ahmedabad East,LS,MP011,Rameshwar Patel,Anganwadi Centre at Rajkot Ward 11,Anganwadi Centre,ZP,V005,Golden Gate Contractors,2023-08-15,2023-09-01,1896632.44,2200000,1337568.36,79,27,In Progress,23.632531,71.968417,67db09431a59c3eb,23.632987,71.968883,NORMAL
WRK00344,Odisha,Bhubaneswar,Bhubaneswar,LS,MP018,Soumya Das,Health Centre at Bhubaneswar Ward 26,Health Centre,Block Development Office,V007,Delta Infratech,2023-02-13,2023-04-01,5953350.07,5600000,2701481.95,51,17,In Progress,20.115398,81.802966,6e5fbf719749d2b0,20.115807,81.802867,NORMAL
WRK00345,Gujarat,Kutch,Ahmedabad East,LS,MP011,Rameshwar Patel,Water Supply at Kutch Ward 22,Water Supply,Municipal Corporation,V015,Reliable Constructions,2021-04-13,2021-06-09,2849625.97,3100000,1023855.46,36,44,Stalled,22.229379,71.652561,f4b4c7044edb6dc8,22.229244,71.652714,NORMAL
WRK00346,Uttarakhand,Rishikesh,Garhwal,LS,MP020,Vikramaditya Rawat,Health Centre at Rishikesh Ward 20,Health Centre,Municipal Corporation,V001,Sunrise Constructions Pvt Ltd,2021-04-21,2021-05-06,5867221.13,5600000,5402757.3,100,0,Completed,30.268073,80.24246,26330c43a92f85fe,30.268005,80.242113,NORMAL
WRK00347,Punjab,Patiala,Amritsar,LS,MP019,Harpreet Singh,School Building at Patiala Ward 28,School Building,District Panchayat,V012,Bright Future Infra,2022-09-12,2022-10-11,3915511.63,4200000,2465923.95,58,29,In Progress,30.804181,76.845999,02141a68952d986c,30.804341,76.846016,NORMAL
WRK00348,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Durgapur Ward 14,Road Construction,DRDA,V019,City Developers,2021-04-09,2021-04-19,2793529.64,2800000,1934387.35,65,3,In Progress,26.434374,86.764489,5170ca8aa00e0b60,26.434678,86.764338,NORMAL
WRK00349,Odisha,Cuttack,Bhubaneswar,LS,MP018,Soumya Das,School Building at Cuttack Ward 29,School Building,Municipal Corporation,V005,Golden Gate Contractors,2021-12-07,2022-01-21,4367783.97,4200000,2751021.9,66,26,In Progress,19.18466,86.723688,125df20602f865f8,19.184873,86.723146,NORMAL
WRK00350,Himachal Pradesh,Kullu,Shimla,LS,MP016,Rohit Verma,Bridge Construction at Kullu Ward 19,Bridge Construction,DRDA,V015,Reliable Constructions,2023-03-24,2023-05-02,7512855.71,8500000,2151560.09,32,109,Stalled,31.828245,77.57697,39ca28265af56a23,31.827793,77.577147,NORMAL
WRK00351,Himachal Pradesh,Kangra,Shimla,LS,MP016,Rohit Verma,Boundary Wall at Kangra Ward 25,Boundary Wall,Municipal Corporation,V003,National Build Corp,2023-01-10,2023-01-22,861930.16,900000,284222.01,35,120,Stalled,32.040806,78.969908,bb3607b0baed6f49,32.040844,78.970517,NORMAL
WRK00352,Tamil Nadu,Salem,Coimbatore North,LS,MP009,Suresh Pillai,Boundary Wall at Salem Ward 29,Boundary Wall,PWD,V002,Bharat Infra Works,2021-06-06,2021-07-01,793164.46,900000,231954.88,29,21,In Progress,12.40973,77.512499,c74d8df088f7f097,12.409027,77.512431,NORMAL
WRK00353,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Health Centre at Solan Ward 2,Health Centre,PWD,V019,City Developers,2022-07-30,2022-08-27,5703076.08,5600000,5727357.92,100,0,Completed,32.09291,76.733841,a119ceee0fb91307,32.092871,76.73328,NORMAL
WRK00354,Rajasthan,Ajmer,Jodhpur,LS,MP010,Kavita Joshi,Road Construction at Ajmer Ward 5,Road Construction,Block Development Office,V001,Sunrise Constructions Pvt Ltd,2021-05-31,2021-06-18,2701233.53,2800000,1312054.17,55,8,In Progress,25.022998,77.049154,9a940c6c1c8e806b,25.02253,77.0493,NORMAL
WRK00355,Bihar,Muzaffarpur,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,School Building at Muzaffarpur Ward 14,School Building,ZP,V005,Golden Gate Contractors,2022-03-19,2022-04-29,4008904.35,4200000,3925151.64,100,0,Completed,24.40589,88.220358,d25c7d37ef16d03b,24.405393,88.220352,NORMAL
WRK00356,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Street Lighting at Dibrugarh Ward 25,Street Lighting,DRDA,V006,Apex Construction Co,2021-11-16,2021-12-09,1368479.56,1200000,885080.27,64,1,In Progress,27.046387,90.430764,79ea5621661423a7,27.046102,90.431161,NORMAL
WRK00357,Odisha,Cuttack,Bhubaneswar,LS,MP018,Soumya Das,Drainage Works at Cuttack Ward 2,Drainage Works,DRDA,V015,Reliable Constructions,2023-01-29,2023-03-10,2134467.57,1900000,2090852.54,100,0,Completed,19.886725,83.161633,50d0f83dadb1be7a,19.887389,83.161913,NORMAL
WRK00358,Rajasthan,Ajmer,Jaipur Rural,LS,MP004,Sunita Devi,Community Hall at Ajmer Ward 22,Community Hall,DRDA,V019,City Developers,2023-04-16,2023-06-04,4683399.16,3800000,945428.12,22,72,Stalled,28.776678,71.747026,c5ed3982760b3673,28.77693,71.746603,NORMAL
WRK00359,Punjab,Ludhiana,Amritsar,LS,MP019,Harpreet Singh,Boundary Wall at Ludhiana Ward 1,Boundary Wall,PWD,V015,Reliable Constructions,2021-12-05,2022-01-04,886466.38,900000,161396.7,21,26,In Progress,30.733746,75.428319,b9aa06f5382bab11,30.733435,75.427806,NORMAL
WRK00360,Uttarakhand,Dehradun,Garhwal,LS,MP020,Vikramaditya Rawat,Road Construction at Dehradun Ward 15,Road Construction,Municipal Corporation,V019,City Developers,2022-02-01,2022-03-21,3431126.12,2800000,1277883.71,35,2,In Progress,29.05075,79.897381,1c6057fee5605cfb,29.051031,79.896975,NORMAL
WRK00361,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Water Supply at Kanpur Ward 3,Water Supply,District Panchayat,V011,Anand Construction,2022-09-29,2022-10-25,3589005.32,3100000,3269941.16,100,0,Completed,28.951189,80.009272,f4a29332421becca,28.951639,80.008743,NORMAL
WRK00362,Himachal Pradesh,Kangra,Shimla,LS,MP016,Rohit Verma,Library Building at Kangra Ward 24,Library Building,Block Development Office,V015,Reliable Constructions,2023-09-19,2023-10-05,4128920.49,4100000,4192118.15,100,0,Completed,30.955159,77.88735,1a71064d424d9430,30.95449,77.88663,NORMAL
WRK00363,Tamil Nadu,Salem,Coimbatore North,LS,MP009,Suresh Pillai,Road Construction at Salem Ward 16,Road Construction,ZP,V013,Durga Projects,2021-09-11,2021-11-01,3384093.88,2800000,769641.19,24,21,In Progress,8.91868,77.58529,83f023fd00f2baa4,8.918978,77.585684,NORMAL
WRK00364,Arunachal Pradesh,Ziro,Arunachal West,LS,MP014,Col. Tenzing Norbu,Road Construction at Ziro Ward 12,Road Construction,DRDA,V010,Shree Ram Builders,2020-12-04,2021-01-07,2984944.16,2800000,1036175.13,35,45,Stalled,29.311622,93.617618,a1dc9cab0e213ce5,29.312336,93.61786,NORMAL
WRK00365,Odisha,Rourkela,Bhubaneswar,LS,MP018,Soumya Das,Road Construction at Rourkela Ward 16,Road Construction,Block Development Office,V010,Shree Ram Builders,2022-06-27,2022-08-17,3322123.38,2800000,3266216.43,100,0,Completed,22.444062,85.430478,e57e72d363dde733,22.443497,85.430772,NORMAL
WRK00366,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,School Building at Kanpur Ward 1,School Building,ZP,V016,Star Infrastructure,2022-01-20,2022-01-31,3805104.16,4200000,1802081.89,50,15,In Progress,29.052805,81.989898,d5916d49f7073712,29.053253,81.990665,NORMAL
WRK00367,Tamil Nadu,Madurai,Chennai Central,LS,MP002,Priya Nair,Road Construction at Madurai Ward 24,Road Construction,Municipal Corporation,V018,Prime Works Ltd,2021-02-22,2021-03-29,2758244.84,2800000,2816348.8,100,0,Completed,11.703509,78.125156,94500024bdb58d06,11.703125,78.124528,NORMAL
WRK00368,West Bengal,Siliguri,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Siliguri Ward 27,Road Construction,DRDA,V004,Pioneer Projects Ltd,2021-03-10,2021-04-04,2907765.99,2800000,934853.78,36,0,In Progress,21.784761,87.060083,2bb24cbc9c794cdb,21.785243,87.059408,NORMAL
WRK00369,Rajasthan,Jaipur,Jaipur Rural,LS,MP004,Sunita Devi,Anganwadi Centre at Jaipur Ward 11,Anganwadi Centre,PWD,V013,Durga Projects,2022-03-14,2022-03-28,2393580.12,2200000,0,0,0,Not Started,26.068723,76.641385,f9d185071eece891,26.068988,76.641458,NORMAL
WRK00370,Uttar Pradesh,Lucknow,Lucknow West,LS,MP007,Vinod Tiwari,Cremation Ground at Lucknow Ward 26,Cremation Ground,DRDA,V006,Apex Construction Co,2021-04-23,2021-05-10,1930696.02,2100000,1957016.26,100,0,Completed,24.992331,79.911448,ecf912453e5f7e23,24.992449,79.910867,NORMAL
WRK00371,Uttarakhand,Rishikesh,Garhwal,LS,MP020,Vikramaditya Rawat,School Building at Rishikesh Ward 5,School Building,DRDA,V010,Shree Ram Builders,2023-09-10,2023-09-25,3596258.95,4200000,3333415.32,100,0,Completed,28.940681,79.881145,ceb28a32b189727f,28.941101,79.881106,NORMAL
WRK00372,Uttar Pradesh,Varanasi,Lucknow West,LS,MP007,Vinod Tiwari,Water Supply at Varanasi Ward 17,Water Supply,PWD,V010,Shree Ram Builders,2023-03-30,2023-04-24,3283627.71,3100000,205719.3,7,106,Stalled,27.14927,84.322265,012b809e6b358d15,27.149353,84.321767,NORMAL
WRK00373,Rajasthan,Ajmer,Jaipur Rural,LS,MP004,Sunita Devi,Community Hall at Ajmer Ward 21,Community Hall,DRDA,V016,Star Infrastructure,2023-10-13,2023-11-06,4541351.21,3800000,1803383.9,46,8,In Progress,23.81129,70.813113,28e601302d238ed1,23.811535,70.812395,NORMAL
WRK00374,Karnataka,Mangaluru,Bengaluru South,LS,MP012,Anand Swaminathan,School Building at Mangaluru Ward 4,School Building,ZP,V002,Bharat Infra Works,2022-09-28,2022-11-16,4300248.36,4200000,0,0,0,Not Started,16.808856,74.19926,2875ad5d2d06f862,16.809266,74.199238,NORMAL
WRK00375,Uttar Pradesh,Varanasi,Varanasi East,LS,MP003,Rajesh Gupta,Street Lighting at Varanasi Ward 13,Street Lighting,Municipal Corporation,V011,Anand Construction,2022-09-24,2022-10-30,1304499.2,1200000,1306492.32,100,0,Completed,26.016952,83.020212,3cb3c9fa191abb3d,26.017294,83.020804,NORMAL
WRK00376,West Bengal,Kolkata,Howrah,LS,MP008,Anita Roy,Anganwadi Centre at Kolkata Ward 7,Anganwadi Centre,DRDA,V005,Golden Gate Contractors,2021-03-16,2021-04-22,2384881.19,2200000,2478328.15,100,0,Completed,24.093448,87.388054,31b42308b8463413,24.093638,87.388803,NORMAL
WRK00377,Gujarat,Surat,Ahmedabad East,LS,MP011,Rameshwar Patel,Road Construction at Surat Ward 21,Road Construction,Municipal Corporation,V011,Anand Construction,2021-04-06,2021-05-03,3155275.79,2800000,3242827.45,100,0,Completed,22.209463,69.195688,4b8fb475e2ebb2d2,22.209612,69.196138,NORMAL
WRK00378,Uttarakhand,Haridwar,Garhwal,LS,MP020,Vikramaditya Rawat,Cremation Ground at Haridwar Ward 11,Cremation Ground,District Panchayat,V009,Heritage Contractors,2022-04-01,2022-04-16,2599914.11,2100000,2342811.7,82,27,In Progress,30.297268,80.529462,6d98a416bae27198,30.297607,80.52904,NORMAL
WRK00379,Arunachal Pradesh,Tawang,Arunachal West,LS,MP014,Col. Tenzing Norbu,Cremation Ground at Tawang Ward 16,Cremation Ground,DRDA,V013,Durga Projects,2020-12-06,2021-01-11,2579851.98,2100000,186615.75,7,90,Stalled,28.062227,94.011616,cc4ae02ccf4994e0,28.06251,94.010961,NORMAL
WRK00380,West Bengal,Kolkata,Howrah,LS,MP008,Anita Roy,Sports Facility at Kolkata Ward 24,Sports Facility,Block Development Office,V016,Star Infrastructure,2023-03-21,2023-04-13,4029310.17,3500000,3805153.86,100,0,Completed,25.191549,86.171991,296be9034e09c596,25.191841,86.17256,NORMAL
WRK00381,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Street Lighting at Amritsar Ward 14,Street Lighting,DRDA,V003,National Build Corp,2021-08-17,2021-10-11,1242605.11,1200000,804300.44,67,20,In Progress,31.400207,76.467186,b0d508a9e4b81e89,31.399967,76.466399,NORMAL
WRK00382,Tamil Nadu,Trichy,Coimbatore North,LS,MP009,Suresh Pillai,Sports Facility at Trichy Ward 12,Sports Facility,District Panchayat,V012,Bright Future Infra,2021-12-31,2022-03-01,3780321.11,3500000,2538476.95,62,23,In Progress,10.879577,80.022017,620956a81c684db0,10.879384,80.022191,NORMAL
WRK00383,Karnataka,Mysuru,Bengaluru South,LS,MP012,Anand Swaminathan,Sports Facility at Mysuru Ward 12,Sports Facility,Block Development Office,V019,City Developers,2022-02-06,2022-02-24,3961823.12,3500000,696004.7,20,99,Stalled,14.849454,78.32008,c0cffa7335b50ec5,14.849806,78.319672,NORMAL
WRK00384,Tamil Nadu,Trichy,Coimbatore North,LS,MP009,Suresh Pillai,Drainage Works at Trichy Ward 23,Drainage Works,PWD,V018,Prime Works Ltd,2021-04-07,2021-05-10,1825630.45,1900000,1469577.62,82,16,In Progress,8.762631,79.181266,9ef6a99f73b4daf3,8.762441,79.181518,NORMAL
WRK00385,Uttar Pradesh,Varanasi,Varanasi East,LS,MP003,Rajesh Gupta,Street Lighting at Varanasi Ward 1,Street Lighting,DRDA,V005,Golden Gate Contractors,2023-02-19,2023-03-12,1061908.2,1200000,1108094.88,100,0,Completed,24.610872,79.197165,dfff8cea26870a98,24.610447,79.19788,NORMAL
WRK00386,Rajasthan,Kota,Jodhpur,LS,MP010,Kavita Joshi,Sports Facility at Kota Ward 26,Sports Facility,Block Development Office,V017,United Builders,2023-07-28,2023-08-29,4279410.06,3500000,844748.43,22,9,In Progress,23.158664,76.557504,6964a11255fc0f2b,23.158777,76.557747,NORMAL
WRK00387,Gujarat,Rajkot,Ahmedabad East,LS,MP011,Rameshwar Patel,Cremation Ground at Rajkot Ward 2,Cremation Ground,Municipal Corporation,V009,Heritage Contractors,2023-11-07,2023-12-22,2344318.49,2100000,1200603.72,58,18,In Progress,23.731002,69.199118,5f34fd6c7bf75b57,23.731679,69.199542,NORMAL
WRK00388,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,Health Centre at Durgapur Ward 5,Health Centre,Municipal Corporation,V005,Golden Gate Contractors,2021-10-19,2021-12-07,5781275.44,5600000,2019239.66,39,66,Stalled,22.499548,88.703256,1dee4b6d3ce75d1e,22.498888,88.702971,NORMAL
WRK00389,Bihar,Muzaffarpur,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Community Hall at Muzaffarpur Ward 5,Community Hall,District Panchayat,V010,Shree Ram Builders,2021-01-20,2021-03-13,3510434.81,3800000,2119131.51,64,4,In Progress,26.027573,84.112988,06617f95eba18fa8,26.027436,84.112987,NORMAL
WRK00390,Bihar,Muzaffarpur,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Bridge Construction at Muzaffarpur Ward 15,Bridge Construction,Block Development Office,V019,City Developers,2023-10-06,2023-11-06,7239600.64,8500000,4431915.46,57,15,In Progress,27.402738,87.070808,ccb1063d25a74338,27.402832,87.071467,NORMAL
WRK00391,Gujarat,Ahmedabad,Ahmedabad East,LS,MP011,Rameshwar Patel,Anganwadi Centre at Ahmedabad Ward 8,Anganwadi Centre,PWD,V003,National Build Corp,2021-08-21,2021-10-13,2662153.53,2200000,1492777.07,59,0,In Progress,23.968034,70.954225,9bafcc200e16af3f,23.968237,70.954356,NORMAL
WRK00392,Tamil Nadu,Coimbatore,Coimbatore North,LS,MP009,Suresh Pillai,Road Construction at Coimbatore Ward 28,Road Construction,District Panchayat,V017,United Builders,2023-05-10,2023-07-02,2473620.3,2800000,727412.15,31,16,In Progress,10.748513,78.733322,aab133bae88ffab5,10.748313,78.732807,NORMAL
WRK00393,Arunachal Pradesh,Pasighat,Arunachal West,LS,MP014,Col. Tenzing Norbu,Drainage Works at Pasighat Ward 14,Drainage Works,DRDA,V014,Kumar & Associates,2022-07-05,2022-08-06,1898351.67,1900000,1447490.97,77,27,In Progress,27.225516,96.738049,29ee29f449e3eb48,27.225955,96.738809,NORMAL
WRK00394,Arunachal Pradesh,Tawang,Arunachal West,LS,MP014,Col. Tenzing Norbu,Cremation Ground at Tawang Ward 15,Cremation Ground,DRDA,V001,Sunrise Constructions Pvt Ltd,2021-09-29,2021-10-22,2287265.99,2100000,1536216.39,62,2,In Progress,28.312969,93.717057,ea16ce6ea388ca32,28.312643,93.716526,NORMAL
WRK00395,Punjab,Ludhiana,Amritsar,LS,MP019,Harpreet Singh,School Building at Ludhiana Ward 9,School Building,Block Development Office,V018,Prime Works Ltd,2023-01-24,2023-02-21,3882490.78,4200000,1025523.13,25,26,In Progress,32.003756,74.742135,397a284f76a4c79b,32.003076,74.741292,NORMAL
WRK00396,Rajasthan,Kota,Jodhpur,LS,MP010,Kavita Joshi,Bridge Construction at Kota Ward 19,Bridge Construction,DRDA,V009,Heritage Contractors,2022-07-08,2022-08-13,9447964.11,8500000,9788270.14,100,0,Completed,27.642458,69.750295,f87ae6defe8c9aab,27.641835,69.750693,NORMAL
WRK00397,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Drainage Works at Solan Ward 29,Drainage Works,PWD,V001,Sunrise Constructions Pvt Ltd,2023-07-10,2023-09-02,2274942.9,1900000,0,0,0,Not Started,31.419607,78.192055,94e74f2629b05b37,31.418972,78.191751,NORMAL
WRK00398,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,School Building at Durgapur Ward 25,School Building,Municipal Corporation,V017,United Builders,2022-12-05,2023-01-10,3658852.39,4200000,2193853.86,65,1,In Progress,24.51879,89.6389,a0c69223c4359252,24.518335,89.638259,NORMAL
WRK00399,Maharashtra,Aurangabad,Nashik,LS,MP006,Meena Kulkarni,Health Centre at Aurangabad Ward 30,Health Centre,ZP,V005,Golden Gate Contractors,2022-08-13,2022-09-09,6714272.62,5600000,4358767.16,66,3,In Progress,17.498799,73.792855,5f7ddbb1480afe9f,17.4992,73.792722,NORMAL
WRK00400,Maharashtra,Pune,Nashik,LS,MP006,Meena Kulkarni,School Building at Pune Ward 14,School Building,ZP,V017,United Builders,2022-03-07,2022-03-29,3829652.26,4200000,0,0,0,Not Started,18.616738,78.324118,8d15baefb6697d0a,18.617029,78.324577,NORMAL
WRK00401,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Bridge Construction at Patna Ward 8,Bridge Construction,Municipal Corporation,V011,Anand Construction,2020-12-27,2021-02-05,10009072.13,8500000,6964426.35,66,4,In Progress,27.147124,86.288243,4dffc9aab5bbabce,27.146447,86.288751,NORMAL
WRK00402,West Bengal,Howrah,Kolkata South,LS,MP005,Deepak Chatterjee,Water Supply at Howrah Ward 17,Water Supply,DRDA,V016,Star Infrastructure,2022-02-16,2022-03-06,3016211.12,3100000,1004524.67,32,118,Stalled,22.136817,85.877106,32440f070ae263e0,22.136253,85.877561,NORMAL
WRK00403,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Anganwadi Centre at Amritsar Ward 1,Anganwadi Centre,Municipal Corporation,V020,Horizon Build Co,2022-05-22,2022-06-03,1974651.55,2200000,1974923.98,100,0,Completed,31.763651,76.22535,e6b36561966d2735,31.76322,76.225638,NORMAL
WRK00404,Uttar Pradesh,Varanasi,Varanasi East,LS,MP003,Rajesh Gupta,Water Supply at Varanasi Ward 7,Water Supply,District Panchayat,V019,City Developers,2022-11-12,2022-12-14,3811501.59,3100000,3716576.76,100,0,Completed,28.635602,78.937851,d1d06bcd195efd72,28.635714,78.937055,NORMAL
WRK00405,Uttar Pradesh,Agra,Lucknow West,LS,MP007,Vinod Tiwari,School Building at Agra Ward 6,School Building,Block Development Office,V012,Bright Future Infra,2020-11-14,2021-01-09,5084789.29,4200000,4739543.83,100,0,Completed,27.177269,82.478946,2f64672f96e1a522,27.177182,82.479686,NORMAL
WRK00406,Karnataka,Hubballi,Bengaluru South,LS,MP012,Anand Swaminathan,Drainage Works at Hubballi Ward 2,Drainage Works,DRDA,V005,Golden Gate Contractors,2022-03-07,2022-04-12,1777848.24,1900000,1862637.22,100,0,Completed,12.365308,74.507454,5c7ae8efc3245e35,12.365602,74.507538,NORMAL
WRK00407,Uttar Pradesh,Agra,Varanasi East,LS,MP003,Rajesh Gupta,Anganwadi Centre at Agra Ward 16,Anganwadi Centre,DRDA,V010,Shree Ram Builders,2022-06-26,2022-08-04,1971835.89,2200000,1272793.27,59,21,In Progress,26.785713,81.309761,db5586423054366b,26.785094,81.31031,NORMAL
WRK00408,Karnataka,Mysuru,Bengaluru South,LS,MP012,Anand Swaminathan,Road Construction at Mysuru Ward 30,Road Construction,DRDA,V005,Golden Gate Contractors,2023-08-12,2023-10-04,3498570.12,2800000,3378599.79,100,0,Completed,16.109838,74.391027,b1edf3d3668f5032,16.109968,74.390431,NORMAL
WRK00409,Maharashtra,Pune,Nashik,LS,MP006,Meena Kulkarni,Community Hall at Pune Ward 13,Community Hall,ZP,V019,City Developers,2022-11-03,2022-11-25,4712315.39,3800000,3038662.88,71,3,In Progress,17.893403,76.742614,c19d11c545e18b77,17.893819,76.742831,NORMAL
WRK00410,Karnataka,Hubballi,Bengaluru South,LS,MP012,Anand Swaminathan,Library Building at Hubballi Ward 2,Library Building,Municipal Corporation,V016,Star Infrastructure,2023-08-09,2023-09-20,5043227.66,4100000,5119884.38,100,0,Completed,12.256257,75.153173,f14152c7a0dcec7d,12.255732,75.152584,NORMAL
WRK00411,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Road Construction at Kanpur Ward 16,Road Construction,DRDA,V017,United Builders,2023-01-06,2023-02-23,3468721.26,2800000,1360230.46,39,9,In Progress,24.526169,77.681531,774d34f5caf07226,24.525741,77.681787,NORMAL
WRK00412,Telangana,Nizamabad,Secunderabad,LS,MP017,G. Krishna Reddy,Sports Facility at Nizamabad Ward 22,Sports Facility,DRDA,V011,Anand Construction,2020-12-10,2021-02-06,3456061.91,3500000,3333582.4,100,0,Completed,19.551251,78.964697,75ac0819714b5c03,19.550584,78.964204,NORMAL
WRK00413,Rajasthan,Jodhpur,Jodhpur,LS,MP010,Kavita Joshi,Anganwadi Centre at Jodhpur Ward 13,Anganwadi Centre,DRDA,V019,City Developers,2022-08-08,2022-10-02,2248999.38,2200000,779001.86,34,18,In Progress,27.752566,75.531293,8feff87b79d54e9f,27.753075,75.531304,NORMAL
WRK00414,Tamil Nadu,Salem,Coimbatore North,LS,MP009,Suresh Pillai,Cremation Ground at Salem Ward 13,Cremation Ground,Block Development Office,V012,Bright Future Infra,2022-10-26,2022-12-24,2600531.44,2100000,557187.75,25,37,Stalled,8.34364,79.715123,06e2e861957edc3c,8.344021,79.715305,NORMAL
WRK00415,Rajasthan,Kota,Jaipur Rural,LS,MP004,Sunita Devi,Community Hall at Kota Ward 1,Community Hall,Block Development Office,V003,National Build Corp,2023-03-23,2023-04-24,4737757.19,3800000,4437546.05,100,0,Completed,24.689279,72.246476,de72d97010c49f9e,24.688999,72.246219,NORMAL
WRK00416,Odisha,Rourkela,Bhubaneswar,LS,MP018,Soumya Das,Road Construction at Rourkela Ward 16,Road Construction,DRDA,V011,Anand Construction,2023-03-31,2023-05-16,2896218.51,2800000,1807887.41,73,8,In Progress,20.05456,81.535642,63eac0a19202b09c,20.054305,81.535026,NORMAL
WRK00417,Rajasthan,Jodhpur,Jaipur Rural,LS,MP004,Sunita Devi,Health Centre at Jodhpur Ward 19,Health Centre,ZP,V003,National Build Corp,2022-11-07,2022-11-27,5872678.33,5600000,3490075.02,66,13,In Progress,27.575198,78.072144,4990225836cdf42f,27.57486,78.071815,NORMAL
WRK00418,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Library Building at Dibrugarh Ward 26,Library Building,ZP,V003,National Build Corp,2021-05-14,2021-07-08,4703336.36,4100000,0,0,0,Not Started,24.469461,91.82208,87f3c9a4cd1a810d,24.469425,91.821622,NORMAL
WRK00419,Uttar Pradesh,Agra,Varanasi East,LS,MP003,Rajesh Gupta,Boundary Wall at Agra Ward 6,Boundary Wall,Municipal Corporation,V018,Prime Works Ltd,2023-04-15,2023-06-06,1054485.62,900000,451065.56,45,13,In Progress,27.962265,80.544537,04c32fede182701b,27.962449,80.544563,NORMAL
WRK00420,Punjab,Patiala,Amritsar,LS,MP019,Harpreet Singh,School Building at Patiala Ward 24,School Building,ZP,V002,Bharat Infra Works,2023-07-20,2023-08-16,4680154.44,4200000,1940605.11,39,108,Stalled,32.220507,76.697371,5d411ac5335dab46,32.220453,76.69693,NORMAL
WRK00421,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Bridge Construction near Kanpur Block 28,Bridge Construction,DRDA,V012,Bright Future Infra,2023-09-03,2023-09-03,8773986.18,8500000,8191122.98,100,0,Completed,29.49726,81.789106,b319f18d2ef03a1b,29.497726,81.78848,DUPLICATE_WORK
WRK00422,Uttarakhand,Rishikesh,Garhwal,LS,MP020,Vikramaditya Rawat,School Building near Rishikesh Block 5,School Building,DRDA,V010,Shree Ram Builders,2023-10-16,2023-10-16,3596258.95,4200000,3333415.32,100,0,Completed,28.941005,79.881291,ceb28a32b189727f,28.941101,79.881106,DUPLICATE_WORK
WRK00423,Odisha,Puri,Bhubaneswar,LS,MP018,Soumya Das,School Building near Puri Block 5,School Building,DRDA,V001,Sunrise Constructions Pvt Ltd,2021-05-21,2021-05-21,5110390.97,4200000,5248395.07,100,0,Completed,22.33709,85.475851,d7b102a92332a50e,22.337091,85.475444,DUPLICATE_WORK
WRK00424,Karnataka,Mysuru,Bengaluru South,LS,MP012,Anand Swaminathan,Road Construction near Mysuru Block 30,Road Construction,DRDA,V005,Golden Gate Contractors,2023-10-24,2023-10-24,3498570.12,2800000,3378599.79,100,0,Completed,16.109452,74.390719,b1edf3d3668f5032,16.109968,74.390431,DUPLICATE_WORK
WRK00425,Gujarat,Rajkot,Ahmedabad East,LS,MP011,Rameshwar Patel,Road Construction near Rajkot Block 16,Road Construction,DRDA,V013,Durga Projects,2022-07-02,2022-07-02,2677037.93,2800000,2512396.59,100,0,Completed,20.597256,68.10801,6b6e64c5bb8aa843,20.597633,68.108789,DUPLICATE_WORK
WRK00426,Tamil Nadu,Chennai,Coimbatore North,LS,MP009,Suresh Pillai,Anganwadi Centre near Chennai Block 30,Anganwadi Centre,Municipal Corporation,V002,Bharat Infra Works,2022-06-07,2022-06-07,2335900.42,2200000,2332465.86,100,0,Completed,9.539306,79.628334,d8b48ead93608edf,9.53994,79.628235,DUPLICATE_WORK
WRK00427,Rajasthan,Ajmer,Jaipur Rural,LS,MP004,Sunita Devi,Road Construction near Ajmer Block 7,Road Construction,Block Development Office,V019,City Developers,2023-09-23,2023-09-23,2637338.48,2800000,2403016.78,100,0,Completed,29.664617,77.413645,2dea2d2d086c405f,29.664827,77.413636,DUPLICATE_WORK
